brand,model,product_name,price,rating,shipping,url,Boost Clock ,Brand ,CUDA Cores ,Card Dimensions (L x H) ,Chipset Manufacturer ,Cooler ,Core Clock ,DVI ,Date First Available ,DirectX ,DisplayPort ,Dual-Link DVI Supported ,Edition ,Effective Memory Clock ,Features ,Form Factor ,GPU ,GPU Series ,HDCP Ready ,HDMI ,Interface ,Max GPU Length ,Max Resolution ,Memory Interface ,Memory Size ,Memory Type ,Model ,Multi-Monitor Support ,OpenGL ,Operating Systems Supported ,Option ,Other Ports ,Package Contents ,Power Connector ,RAMDAC ,SLI Support ,Series ,Slot Width ,System Requirements ,Thermal Design Power ,Virtual Reality Ready ,review_numbers,Length (mm),Height (mm),boost clock (MHz),core clock (MHz),memory clock (MHz),number of reviews
EVGA,RTX 2060,"EVGA GeForce RTX 2060 Super SC Ultra Gaming, 08G-P4-3067-KR, 8GB GDDR6, Dual HDB Fans, Metal Backplate",693.99,,,https://www.newegg.com/p/231-00BC-000V7?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,7/17/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS ROG STRIX GeForce RTX 2060 SUPER ROG-STRIX-RTX2060S-A8G-EVO-V2-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,599.99,,99.99,https://www.newegg.com/p/1FT-000Y-004X5?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/26/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
GIGABYTE,RTX 2060,GIGABYTE GeForce RTX 2060 SUPER DirectX 12 GV-N206SGAMINGOC WHITE-8GD REV2.0 8GB 256-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,581.99,,99.99,https://www.newegg.com/p/1FT-000A-001D1?Description=rtx,NONE,GIGABYTE,NONE,NONE,NONE,Triple Fans,NONE,NONE,10/26/2020,NONE,NONE,NONE,None,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,GAMING OC WHITE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
EVGA,RTX 2060,"EVGA 06G-P4-2066-KR GeForce RTX 2060 KO Gaming, 6GB GDDR6, Dual Fans, Metal Backplate",791.63,,,https://www.newegg.com/p/0VE-01PT-000B3?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8/27/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
EVGA,RTX 2060,"EVGA 06G-P4-2066-KR GeForce RTX 2060 KO Gaming, 6GB GDDR6, Dual Fans, Metal Backplate","1,020.79",,,https://www.newegg.com/p/2YM-0028-00028?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6/4/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ZOTAC,RTX 2060,ZOTAC Gaming GeForce® RTX 2060 Twin Fan Graphics Card,476.99,,,https://www.newegg.com/zotac-geforce-rtx-2060-zt-t20600h-10m/p/1FT-000M-002M8?Description=rtx,1680 MHz,ZOTAC,1920,NONE,NVIDIA,NONE,NONE,NONE,7/20/2020,NONE,3 x DisplayPort 1.4,NONE,NONE,NONE,NONE,NONE,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0,NONE,7680 x 4320,NONE,NONE,NONE,ZT-T20600H-10M,4,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Recommended Power Supply: 500W,NONE,NONE,0 reviews,0.0,0.0,1680,0,0.0,0.0
GIGABYTE,RTX 2060,"GIGABYTE GeForce RTX 2060 Super WINDFORCE OC 8G Graphics Card, 2 x WINDFORCE Fans, 8GB 256-Bit GDDR6, GV-N206SWF2OC-8GD Video Card",540.99,,99.99,https://www.newegg.com/p/1FT-000A-001D0?Description=rtx,NONE,GIGABYTE,NONE,NONE,NONE,Double Fans,NONE,NONE,10/26/2020,NONE,NONE,NONE,None,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8GB,NONE,NONE,NONE,NONE,NONE,WINDFORCE OC,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,"ASUS TUF-RTX2060-O6G-GAMING - OC Edition - graphics card - GF RTX 2060 - 6 GB GDDR6 - PCIe 3.0 x16 - DVI, 2 x HDMI, Disp",486.35,,37.0,https://www.newegg.com/p/1FT-000Y-004H5?Description=rtx,NONE,ASUS,NONE,NONE,NONE,NONE,NONE,NONE,6/24/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
EVGA,RTX 2060,EVGA 06G-P4-2067-KR  VCX 06G-P4-2067-KR GeForce RTX 2060 SC GAMING 6GB GDDR6 Dual HDB Fans,387,,,https://www.newegg.com/p/1FT-001K-00561?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6/13/2019,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
PNY,RTX 2060,PNY VCG20606SFPPB GeForce RTX 2060 6GB GDDR6 Graphics Card,521.36,,31.0,https://www.newegg.com/p/1FT-000P-003G1?Description=rtx,NONE,PNY,NONE,NONE,NONE,NONE,NONE,NONE,1/29/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
MSI,RTX 2060,MSI Video G2060VXS6C GeForce RTX 2060 Ventus XS Graphics Card,399,,,https://www.newegg.com/msi-geforce-rtx-2060-ventus-xs-6g-oc/p/1FT-0009-002F3?Description=rtx,1710 MHz,MSI,NONE,NONE,NVIDIA,NONE,1920,NONE,4/3/2020,NONE,NONE,NONE,NONE,14 Gbps,NONE,NONE,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,NONE,NONE,PCI Express 3.0 x16,NONE,NONE,192-Bit,6GB,GDDR6,GeForce RTX 2060 VENTUS XS 6G OC,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,VENTUS,NONE,NONE,NONE,NONE,"2,604 (75% Positive)",0.0,0.0,1710,1920,14.0,2.0
PNY,RTX 2060,PNY GeForce RTX 2060 Graphic Card - 1.37 GHz Core - 1.68 GHz Boost Clock - 6 GB GDDR6 - Full-height - Dual Slot Space Required,564.62,,31.0,https://www.newegg.com/p/N82E16814133791?Description=rtx,NONE,PNY,NONE,NONE,NVIDIA,With Fan,NONE,NONE,6/24/2020,NONE,3,NONE,NONE,NONE,DisplayPort:Yes,Plug-in Card,RTX 2060,NONE,NONE,NONE,NONE,NONE,NONE,192-Bit,6 GB,GDDR6,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
EVGA,RTX 2060,"EVGA GeForce RTX 2060 SC Ultra GAMING, 06G-P4-2067-KR, 6GB GDDR6, Dual HDB Fans",409.45,,,https://www.newegg.com/p/1FT-001K-00570?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,8/18/2019,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS ROG STRIX GeForce RTX 2060 SUPER ROG-STRIX-RTX2060S-O8G-EVO-V2-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,655.99,,99.99,https://www.newegg.com/p/1FT-000Y-004V7?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/26/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-A6G-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,513.99,,99.99,https://www.newegg.com/p/1FT-000Y-004W8?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/25/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,Asus ROG Strix ROG-STRIX-RTX2060S-A8G-EVO-GAMING GeForce RTX 2060 SUPER Graphic Card - 8GB GDDR6,636.99,,99.99,https://www.newegg.com/p/1FT-000Y-004Y0?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/25/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,Asus Phoenix GeForce RTX 2060 GDDR6 Graphics Card - 6 GB,479.9,,,https://www.newegg.com/p/1FT-000Y-004F8?Description=rtx,NONE,ASUS,NONE,NONE,NONE,NONE,NONE,NONE,6/21/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS ROG STRIX GeForce RTX 2060 DirectX 12 ROG-STRIX-RTX2060-O6G-EVO-GAMING 6GB 192-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,620.99,,99.99,https://www.newegg.com/p/1FT-000Y-004W0?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/25/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS ROG STRIX GeForce RTX 2060 SUPER DirectX 12 ROG-STRIX-RTX2060S-A8G-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,591.99,,99.99,https://www.newegg.com/p/1FT-000Y-004X1?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/25/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS ROG STRIX GeForce RTX 2060 SUPER ROG-STRIX-RTX2060S-O8G-EVO-GAMING 8GB 256-Bit GDDR6 PCI Express 3.0 HDCP Ready Video Card,655.99,,99.99,https://www.newegg.com/p/1FT-000Y-004W2?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/25/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
EVGA,RTX 2060,"EVGA GeForce RTX 2060 XC Black Edition Gaming, 6GB GDDR6, HDB Fan Graphics Card 06G-P4-2061-KR",599.99,,,https://www.newegg.com/evga-geforce-rtx-2060-06g-p4-2061-kr/p/1FT-001K-003K4?Description=rtx,1680 MHz,EVGA,1920,NONE,NVIDIA,Single Fan,NONE,1 x Dual-Link DVI-D,2/1/2019,DirectX 12,1 x DisplayPort 1.4,Yes,NONE,14000 MHz,"NVIDIA Ansel  Real-Time Ray Tracing  NVIDIA GeForce Experience  NVIDIA Highlights  NVIDIA G-SYNC Compatible  Game Ready Drivers  Microsoft DirectX 12 API, Vulkan API, OpenGL 4.5  NVIDIA GPU Boost  Built for EVGA Precision X1",NONE,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,2.2,1 x HDMI 2.0b,PCI Express 3.0,NONE,7680 x 4320,192-Bit,6GB,GDDR6,06G-P4-2061-KR,3,OpenGL 4.5,"Windows 10 (64-bit), Windows 7 (64-bit)",NONE,NONE,NONE,8-Pin,NONE,No,NONE,NONE,"Total Power Draw: 160 Watts. 500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",190W,Yes,0 reviews,0.0,0.0,1680,0,14000.0,0.0
EVGA,RTX 2060,EVGA 06G-P4-2068-KR Video Card GeForce RTX 2060 KO ULTRA GAMING 6GB GDDR6 192B,494.83,,,https://www.newegg.com/evga-06g-p4-2068-kr/p/1FT-001K-00724?Description=rtx,NONE,eVGA,NONE,NONE,NONE,NONE,NONE,NONE,4/27/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,6GB,NONE,06G-P4-2068-KR,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
ASUS,RTX 2060,ASUS Dual GeForce RTX 2060 DirectX 12 DUAL-RTX2060-O6G-EVO 6GB 192-Bit GDDR6 PCI Express 3.0 x16 HDCP Ready Video Card,505.41,,37.0,https://www.newegg.com/asus-geforce-rtx-2060-dual-rtx2060-o6g-evo/p/N82E16814126382?Description=rtx,OC Mode: 1785 MHzGaming Mode (Default): 1755 MHz,ASUS,1920,"9.53"" x 5.12""",NVIDIA,Double Fans,OC Mode: 1395 MHzGaming Mode (Default): 1365 MHz,1 x DVI-D,6/24/2020,DirectX 12,1 x DisplayPort 1.4,NONE,NONE,14000 MHz,"NVIDIA TURING GPU architecture and the all-new RTX platform provides up to 6X the performance of previous-generation graphics cards and brings the power of real-time ray tracing and AI to games.DirectX 12 enables new visual effects and rendering techniques for more lifelike gaming.NVIDIA Shadowplay Record and share high-quality gameplay videos, screenshots, and livestreams with your friends.Axial-tech Fan Design brings larger blades and a unique barrier ring to increase air pressure.Auto-Extreme Technology uses automation to enhance reliability.Super Alloy Power II includes premium alloy chokes, solid polymer capacitors, and an array of high-current power stages.Reinforced by a Protective Backplate that prevents PCB flex and trace damage.GPU Tweak II provides intuitive performance tweaking and thermal controls.144-Hour Validation Program puts cards through a series of stringent tests to ensure compatibility with the latest games.",NONE,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,2.2,2 x HDMI 2.0b,PCI Express 3.0 x16,242 mm,7680 x 4320,192-Bit,6GB,GDDR6,DUAL-RTX2060-O6G-EVO,4,OpenGL 4.5,NONE,NONE,NONE,Accessories:1 x CD1 x Quick Guide,1 x 8-pin,NONE,No,Dual,2.5-slot,Recommended PSU: 500W,190W,Yes,964 (77% Positive),242.062,130.048,1785,1395,14000.0,964.0
ASUS,RTX 2060,Asus Phoenix PH-RTX2060-6G GeForce RTX 2060 Graphic Card - 6 GB GDDR6,375.81,,,https://www.newegg.com/p/1FT-000Y-003P3?Description=rtx,1.71 GHz,ASUS,NONE,NONE,NVIDIA,NONE,1.40 GHz,Yes,8/5/2019,OpenGL 4.5,Yes,NONE,NONE,1.40 GHz,NONE,Plug-in Card,RTX 2060,NONE,NONE,Yes,NONE,NONE,NONE,192-Bit,6GB,GDDR6,NONE,NONE,OpenGL 4.5,NONE,PH-RTX2060-6G,NONE,NONE,NONE,1.40 GHz,NONE,RTX,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,1,1,1.0,0.0
PNY,RTX 2060,"PNY GeForce RTX 2060 6GB XLR8 Gaming Overclocked Edition Graphics Card, VCG20606DFPPB-O",472.17,,,https://www.newegg.com/pny-geforce-rtx-2060-vcg20606dfppb-o/p/N82E16814133777?Description=rtx,1830 MHz,PNY,1920,"9.25"" x 4.50""",NVIDIA,Double Fans,1365 MHz,1 x DVI-D,11/27/2019,NONE,1 x DisplayPort 1.4,NONE,NONE,14 Gbps,"""NVIDIA Turing architecture, with 1365 MHz core clock and 1830 MHz boost clock speeds to help meet the needs of demanding games.6GB GDDR6 (192-bit) on-board memory, plus 1920 CUDA processing cores and up to 336 GB/sec of memory bandwidth provide the memory needed to create striking visual realism.PCI Express 3.0 interface - Offers compatibility with a range of systems. Also includes DVI-D, HDMI and DisplayPort outputs for expanded connectivity.Real-Time Ray Tracing - Definitive solution for lifelike lighting, reflections, and shadows, offering a high level of realism.NVIDIA GeForce Experience - Capture and share videos, screenshots, and livestreams with friends. Keep your drivers up to date and optimize your game settings. Its the essential companion to your GeForce graphics card.""",NONE,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,235 mm,NONE,192-Bit,6GB,GDDR6,VCG20606DFPPB-O,3,NONE,NONE,NONE,NONE,NONE,8-Pin,NONE,NONE,NONE,Dual Slot,NONE,190W,NONE,0 reviews,234.95,114.3,1830,1365,14.0,0.0
EVGA,RTX 2060,"EVGA GeForce RTX 2060 XC GAMING, 6GB GDDR6, HDB Fan Graphics Card 06G-P4-2063-KR",499.99,,,https://www.newegg.com/evga-geforce-rtx-2060-06g-p4-2063-kr/p/1FT-001K-004T6?Description=rtx,1755 MHz,EVGA,1920,"7.48"" x 4.38""",NVIDIA,Single Fan,NONE,1 x Dual-Link DVI-D,4/30/2019,DirectX 12,1 x DisplayPort 1.4,Yes,NONE,14000 MHz,"NVIDIA Ansel  Real-Time Ray Tracing  NVIDIA GeForce Experience  NVIDIA Highlights  NVIDIA G-SYNC Compatible  Game Ready Drivers  Microsoft DirectX 12 API, Vulkan API, OpenGL 4.5  NVIDIA GPU Boost  Built for EVGA Precision X1",NONE,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,2.2,1 x HDMI 2.0b,PCI Express 3.0,190 mm,7680 x 4320,192-Bit,6GB,GDDR6,06G-P4-2063-KR,3,OpenGL 4.5,"Windows 10 (64-bit), Windows 7 (64-bit)",NONE,NONE,NONE,8-Pin,NONE,No,NONE,2.75 Slot,"Total Power Draw: 160 Watts. 500W or greater power supply. PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",190W,Yes,0 reviews,189.992,111.252,1755,0,14000.0,0.0
ASUS,RTX 2060,ASUS TUF Gaming GeForce RTX 2060 OC Edition 6GB GDDR6 VR Ready HDMI 2.0b DP 1.4 Auto Extreme Graphics Card (TUF-RTX2060-O6G-GAMING),425.99,,99.99,https://www.newegg.com/p/1FT-000Y-004Y8?Description=rtx,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,10/26/2020,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,0 reviews,0.0,0.0,0,0,0.0,0.0
EVGA,RTX 2060,"EVGA GeForce RTX 2060 SUPER XC ULTRA GAMING, 08G-P4-3163-KR, 8GB GDDR6, Dual HDB Fans, RGB LED, Metal Backplate",558.24,5.0,,https://www.newegg.com/evga-geforce-rtx-2060-super-08g-p4-3163-kr/p/N82E16814487458?Description=rtx,1695 MHz,EVGA,2176,"10.62"" x 4.38""",NVIDIA,Double Fans,NONE,NONE,7/13/2020,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14000 MHz,"NVIDIA AnselAdjustable RGB LEDAll-Metal Backplate, Pre-InstalledReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversMicrosoft DirectX 12 API, Vulkan API, OpenGL 4.5NVIDIA GPU BoostBuilt for EVGA Precision X1Designed for USB Type-C and VirtualLink",NONE,GeForce RTX 2060 SUPER,NONE,2.2,1 x HDMI 2.0b,PCI Express 3.0,270 mm,7680 x 4320,256-Bit,8GB,GDDR6,08G-P4-3163-KR,4,OpenGL 4.5,"Windows 10 (64-bit), Windows 7 (64-bit)",NONE,1 x USB Type-C VirtualLink,NONE,An available 6-pin PCIe power connector and an available 8-pin PCIe power connector,NONE,No,NONE,2.75 Slot,"550W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",175W,Yes,-25,269.748,111.252,1695,0,14000.0,25.0
GIGABYTE,RTX 2060,GIGABYTE GeForce RTX 2060 SUPER DirectX 12 GV-N206SWF2OC-8GD 8GB 256-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,359.99,,,https://www.newegg.com/gigabyte-geforce-rtx-2060-super-gv-n206swf2oc-8gd/p/N82E16814932279?Description=rtx,NONE,GIGABYTE,2176,"10.43"" x 4.76""",NVIDIA,WINDFORCE 2X,1680 MHz,NONE,2/20/2020,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14000 MHz,Powered by GeForce RTX 2060 SUPERIntegrated with 8GB GDDR6 256-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans100mm unique blade fansProtection Back Plate,ATX,GeForce RTX 2060 SUPER,NONE,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,265 mm,7680 x 4320 @ 60 Hz,256-Bit,8GB,GDDR6,GV-N206SWF2OC-8GD,4,OpenGL 4.6,NONE,NONE,NONE,NONE,8-Pin,NONE,No,NONE,Dual Slot,System PSU Limitation: 550W,175W,Yes,0 reviews,264.922,120.904,0,1680,14000.0,0.0
EVGA,RTX 2060,"EVGA GeForce RTX 2060 SUPER SC ULTRA GAMING, 08G-P4-3067-KR, 8GB GDDR6, Dual HDB Fans, Metal Backplate",419.99,5.0,3.99,https://www.newegg.com/evga-geforce-rtx-2060-super-08g-p4-3067-kr/p/N82E16814487460?Description=rtx,1680 MHz,EVGA,2176,"10.62"" x 4.38""",NVIDIA,Double Fans,NONE,1 x DL-DVI-D,6/28/2019,DirectX 12,2 x DisplayPort 1.4,Yes,NONE,14000 MHz,"NVIDIA AnselAll-Metal Backplate, Pre-InstalledReal-Time Ray TracingNVIDIA GeForce ExperienceNVIDIA HighlightsNVIDIA G-SYNC CompatibleGame Ready DriversNVIDIA GPU BoostBuilt for EVGA Precision X1",NONE,GeForce RTX 2060 SUPER,NONE,2.2,1 x HDMI 2.0b,PCI Express 3.0,270 mm,7680 x 4320,256-Bit,8GB,GDDR6,08G-P4-3067-KR,4,OpenGL 4.5,"Windows 10 (64-bit), Windows 7 (64-bit)",NONE,NONE,NONE,One available 8-pin PCIe power dongle,NONE,No,NONE,Dual Slot,"550W or greater power supply.PCI Express, PCI Express 2.0 or PCI Express 3.0 compliant motherboard with one graphics slot.",175W,Yes,-100,269.748,111.252,1680,0,14000.0,100.0
GIGABYTE,RTX 2060,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060WF2OC-6GD R2 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ATX Video Card,259.99,,,https://www.newegg.com/gigabyte-geforce-rtx-2060-gv-n2060wf2oc-6gd-r2/p/N82E16814932350?Description=rtx,1770 MHz,GIGABYTE,1920,"10.43"" x 4.75""",NVIDIA,WINDFORCE 2X,NONE,NONE,10/6/2020,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14000 MHz,Powered by GeForce RTX 2060Integrated with 6GB GDDR6 192-bit memory interfaceWINDFORCE 2X Cooling System with alternate spinning fans100mm unique blade fansProtection back plate,ATX,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,265 mm,7680 x 4320 @ 60 Hz,192-Bit,6GB,GDDR6,GV-N2060WF2OC-6GD R2,4,OpenGL 4.6,NONE,NONE,NONE,NONE,8-Pin,NONE,No,NONE,Dual Slot,Recommended PSU: 500W,160W,Yes,0 reviews,264.922,120.65,1770,0,14000.0,0.0
GIGABYTE,RTX 2060,GIGABYTE GeForce RTX 2060 DirectX 12 GV-N2060IXOC-6GD rev. 2.0 6GB 192-Bit GDDR6 PCI Express 3.0 x16 ITX Video Card,269.99,,,https://www.newegg.com/gigabyte-geforce-rtx-2060-gv-n2060ixoc-6gd-rev-2-0/p/N82E16814932349?Description=rtx,1695 MHz,GIGABYTE,1920,"6.69"" x 4.78""",NVIDIA,Single Fan,NONE,NONE,10/16/2020,DirectX 12,3 x DisplayPort 1.4,NONE,NONE,14000 MHz,Powered by GeForce RTX 2060Integrated with 6GB GDDR6 192-bit memory interface90mm unique blade fan170mm compact card size,ITX,GeForce RTX 2060,NVIDIA GeForce RTX 20 Series,NONE,1 x HDMI 2.0b,PCI Express 3.0 x16,170 mm,7680 x 4320 @ 60 Hz,192-Bit,6GB,GDDR6,GV-N2060IXOC-6GD rev. 2.0,4,OpenGL 4.6,NONE,NONE,NONE,NONE,8-Pin,NONE,No,NONE,Dual Slot,System PSU Limitation (W): 500,110W,Yes,0 reviews,169.926,121.412,1695,0,14000.0,0.0
